NM_MUNICIPIO,NR_TURNO,NR_SECAO,NM_LOCAL_VOTACAO,NR_LATITUDE,NR_LONGITUDE
TUPÃ,1,75,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
TUPÃ,1,160,EMEF. GOVERNADOR MÁRIO COVAS,-21.9443228,-50.4919288
PARAPUÃ,1,89,EE DE PARAPUA,-21.778316,-50.7940589
TUPÃ,1,52,EE. PROF.  ANÍSIO CARNEIRO,-21.9260699,-50.5106997
TUPÃ,1,153,EE .PROF. IRENE RESINA MIGLIORUCCI,-21.9303421,-50.4944143
TUPÃ,1,62,EE. JOÃO BREDIKS,-22.0807268,-50.5385296
TUPÃ,1,93,EE. DR. LÉLIO TOLEDO  PIZA E ALMEIDA,-21.9385669,-50.5163101
TUPÃ,1,185,EMEF. PROF. ODINIR MAGNANI,-21.9215103,-50.5308818
DRACENA,1,92,FACULDADE REGES,-21.5033029,-51.542601
ADAMANTINA,1,111,EMEF. PROFESSOR EURICO LEITE DE MORAES,-21.6593842,-51.0850649
TUPÃ,1,88,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
DRACENA,1,30,EE PROFA JULIETA GUEDES DE MENDONCA,-21.4935667,-51.5381708
TUPÃ,1,101,EE. LUIZ DE SOUZA LEÃO,-21.932653,-50.5022959
TUPÃ,1,142,EE. DR. LÉLIO TOLEDO  PIZA E ALMEIDA,-21.9385669,-50.5163101
TUPÃ,1,72,EE.  PROF. ESTHER VERIS CERPE,-21.9314332,-50.5213298
TUPÃ,1,3,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
TUPÃ,1,24,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
DRACENA,1,6,FACULDADE DE DRACENA - FAD/UNIESP,-1.0,-1.0
RANCHARIA,1,51,EE. DR. BENEDITO MARTINS BARBOSA,-22.2263605,-50.8905838
RANCHARIA,1,77,EM. LUIZ DORINI,-22.2302582,-50.8758251
CÂNDIDO MOTA,1,11,EE. JOSÉ DOS SANTOS ALMEIDA,-22.7489986,-50.3837065
OSVALDO CRUZ,1,18,EMEFI DOUTOR GETULIO VARGAS,-21.7999407,-50.8724599
CÂNDIDO MOTA,1,41,EEPG. PROFA. OLGA BREVE ALVES,-22.7554255,-50.3717527
ADAMANTINA,1,80,EMEF. PROFESSORA TERUYO KIKUTA,-21.683468,-51.0678073
ADAMANTINA,1,94,EMEF. PROFESSORA TERUYO KIKUTA,-21.683468,-51.0678073
DRACENA,1,89,FADRA,-21.4863311,-51.5280478
DRACENA,1,71,FADRA,-21.4863311,-51.5280478
DRACENA,1,82,ESCOLA TÉCNICA CEP/UME,-21.4858446,-51.5317264
CÂNDIDO MOTA,1,3,EEPSG. RACHID JABUR,-22.7407859,-50.391589
CÂNDIDO MOTA,1,76,EMEI JOÃO E MARIA,-22.7547454,-50.3756714
RANCHARIA,1,90,EE. PROF. MARIO FIORANTE,-22.2301281,-50.9061034
OSVALDO CRUZ,1,12,ETEC AMIM JUNDI,-21.7914906,-50.8765847
TUPÃ,1,14,EE. DR. LÉLIO TOLEDO  PIZA E ALMEIDA,-21.9385669,-50.5163101
CÂNDIDO MOTA,1,38,EEPG. ANTONIO FONTANA,-22.8420265,-50.5195326
RANCHARIA,1,24,EE. DOM ANTONIO JOSÉ DOS SANTOS,-22.2280026,-50.8917407
OSVALDO CRUZ,1,73,EMEFI DOUTOR GETULIO VARGAS,-21.7999407,-50.8724599
ADAMANTINA,1,9,EE. PROFESSORA FLEURIDES CAVALLINI MENECHINO,-21.6930535,-51.0701944
TARUMÃ,1,140,EE. VILA DO LAGO,-22.7519583,-50.5785583
OSVALDO CRUZ,1,81,SESI,-21.8008372,-50.8839758
CÂNDIDO MOTA,1,48,EE. DR. JOSÉ AUGUSTO DE CARVALHO,-22.7505989,-50.3863
RANCHARIA,1,91,EE. DR. BENEDITO MARTINS BARBOSA,-22.2263605,-50.8905838
TARUMÃ,1,116,E.M.E.F.E.I. GILBERTO LEX,-22.7525683,-50.5773583
RANCHARIA,1,100,EM. LUIZ DORINI,-22.2302582,-50.8758251
CÂNDIDO MOTA,1,43,EE. DR. JOSÉ AUGUSTO DE CARVALHO,-22.7505989,-50.3863
RANCHARIA,1,99,EE. JOSÉ GIORGI,-22.2272722,-50.8834943
ADAMANTINA,1,14,EE. PROFESSORA FLEURIDES CAVALLINI MENECHINO,-21.6930535,-51.0701944
PARAPUÃ,1,94,EMEF PROFESSORA ZIZI PEREIRA DE SOUZA,-21.782315,-50.7888623
PARAPUÃ,1,40,EMEF PROFESSORA ZIZI PEREIRA DE SOUZA,-21.782315,-50.7888623
DRACENA,1,59,FACULDADE REGES,-21.5033029,-51.542601
TARUMÃ,1,111,E.M.E.F.E.I. GILBERTO LEX,-22.7525683,-50.5773583
DRACENA,1,42,EMEFI PROF SERGIO LIBERATTI,-21.5937486,-51.5878479
LUCÉLIA,1,36,EMEF.  PROFA SOLEDADE DOMINGUES IGLESIA,-1.0,-1.0
LUCÉLIA,1,21,EMEF PROFA MARIA DO CARMO DE MENEZES MENDONCA,-1.0,-1.0
OSVALDO CRUZ,1,125,EE PROFA MARIA APARECIDA LOPES,-21.7974634,-50.8955461
RANCHARIA,1,75,UEI NORIVAL SCHWARTZ,-22.2359551,-50.8937667
RANCHARIA,1,87,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,-22.2279013,-50.8937046
ADAMANTINA,1,18,EE. HELEN KELLER,-21.6924798,-51.069082
TUPÃ,1,117,EE. LUIZ DE SOUZA LEÃO,-21.932653,-50.5022959
RANCHARIA,1,34,EM. DONA MILOCA,-22.2309771,-50.8993541
DRACENA,1,74,FACULDADE REGES,-21.5033029,-51.542601
ADAMANTINA,1,102,EMEF. NAVARRO DE ANDRADE,-21.6891015,-51.0798656
OSVALDO CRUZ,1,66,EE DOM BOSCO,-21.7964924,-50.8799394
TARUMÃ,1,132,E.M.E.F.E.I. JOSÉ OSÓRIO DE OLIVEIRA,-22.7481421,-50.5776579
PARAPUÃ,1,36,EE DE PARAPUA,-21.778316,-50.7940589
PARAPUÃ,1,43,EMEF PROFESSORA ZIZI PEREIRA DE SOUZA,-21.782315,-50.7888623
RANCHARIA,1,76,UEI NORIVAL SCHWARTZ,-22.2359551,-50.8937667
OSVALDO CRUZ,1,16,ETEC AMIM JUNDI,-21.7914906,-50.8765847
TUPÃ,1,105,EE. LUIZ DE SOUZA LEÃO,-21.932653,-50.5022959
TUPÃ,1,149,EE. MAESTRO NELSON DE CASTRO,-21.9428371,-50.5225869
TARUMÃ,1,211,E.M.E.F.E.I. GILBERTO LEX,-22.7525683,-50.5773583
DRACENA,1,3,EMEFI JOAO VENDRAMINI,-21.4832305,-51.5344182
DRACENA,1,10,EE ENG ISAC PEREIRA GARCEZ,-21.4844021,-51.5313189
DRACENA,1,40,EMEFI PROFA LUIZA ROSSA RIBEIRO,-21.4872018,-51.5460907
TARUMÃ,1,138,EE. VILA DO LAGO,-22.7519583,-50.5785583
LUCÉLIA,1,61,EMEF PROF CARLOS BUENO,-1.0,-1.0
OSVALDO CRUZ,1,28,COLÉGIO APOLO,-21.7991197,-50.8734154
TUPÃ,1,27,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
ADAMANTINA,1,84,ETE PROFESSOR EUDÉCIO LUIZ VICENTE,-21.6780524,-51.0694713
DRACENA,1,31,EE PROFA JULIETA GUEDES DE MENDONCA,-21.4935667,-51.5381708
PARAPUÃ,1,33,EE DE PARAPUA,-21.778316,-50.7940589
TUPÃ,1,159,EMEF. GOVERNADOR MÁRIO COVAS,-21.9443228,-50.4919288
TARUMÃ,1,209,E.M.E.F.E.I. JOSÉ OSÓRIO DE OLIVEIRA,-22.7481421,-50.5776579
TUPÃ,1,130,EMEF. PROF. JOÃO GERALDO IORI,-21.9319082,-50.4908439
ADAMANTINA,1,105,FACULDADES  ADAMANTINENSES INTEGRADAS - CAMPUS I,-21.6856842,-51.0798299
DRACENA,1,77,E.E ALFREDO MACHADO,-21.4906607,-51.5537528
TUPÃ,1,23,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
TUPÃ,1,22,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
DRACENA,1,75,COLÉGIO DASK,-21.4898718,-51.5223318
TUPÃ,1,78,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
ADAMANTINA,1,38,EMEF. NAVARRO DE ANDRADE,-21.6891015,-51.0798656
LUCÉLIA,1,16,EMEF PROFA MARIA DO CARMO DE MENEZES MENDONCA,-1.0,-1.0
CÂNDIDO MOTA,1,28,EPG. AGRUPADA,-22.6979581,-50.2908549
DRACENA,1,17,FADRA,-21.4863311,-51.5280478
DRACENA,1,64,ESCOLA TÉCNICA CEP/UME,-21.4858446,-51.5317264
RANCHARIA,1,44,EM. DONA MILOCA,-22.2309771,-50.8993541
DRACENA,1,20,FADRA,-21.4863311,-51.5280478
RANCHARIA,1,27,EE. DR. BENEDITO MARTINS BARBOSA,-22.2263605,-50.8905838
RANCHARIA,1,52,EE. DR. BENEDITO MARTINS BARBOSA,-22.2263605,-50.8905838
RANCHARIA,1,14,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,-22.2279013,-50.8937046
ADAMANTINA,1,34,EMEF. PROFESSORA TERUYO KIKUTA,-21.683468,-51.0678073
TUPÃ,1,38,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
OSVALDO CRUZ,1,11,ETEC AMIM JUNDI,-21.7914906,-50.8765847
OSVALDO CRUZ,1,71,ETEC AMIM JUNDI,-21.7914906,-50.8765847
